Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
27048,Text,2008-10-26,Las tecnologías y el libro para todos,es,"Lebert, Marie",Internet; Electronic books; World Wide Web,TK; Z,Browsing: Computers & Technology
27064,Text,2008-10-27,Dulce y sabrosa,es,"Picón, Jacinto Octavio, 1852-1923",Madrid (Spain) -- Fiction; Actresses -- Fiction; Spanish fiction -- 19th century; Seduction -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
27100,Text,2008-10-30,Historia de una parisiense,es,"Feuillet, Octave, 1821-1890",Paris (France) -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
27121,Text,2008-11-02,Mi tio y mi cura,es,"La Brète, Jean de, 1854-1945",French fiction -- Translations into Spanish,PQ,Browsing: Literature; Browsing: Fiction
27167,Text,2008-11-05,Historia de Teruel,es,"Blasco, Cosme, 1838-1900",Teruel (Spain),DP,Browsing: History - European; Browsing: History - General
27214,Text,2008-11-09,Cuentos y diálogos,es,"Valera, Juan, 1824-1905",Spanish fiction; Spanish drama,PQ,Browsing: Language & Communication; Browsing: Literature; Browsing: Fiction
27295,Text,2008-11-19,Amparo (Memorias de un loco),es,"Fernández y González, Manuel, 1821-1888",Fiction,PQ,Browsing: Literature; Browsing: Fiction
27326,Text,2008-11-25,Diccionario Bagobo-Español,es; bgs,"Gisbert, Mateo",Bagobo language -- Dictionaries -- Spanish; Spanish language -- Dictionaries -- Bagobo,PC; PL,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Language & Communication
27695,Text,2009-01-03,"La cuerda del ahorcado
Últimas aventuras de Rocambole: I El Loco de Bedlam",es,"Ponson du Terrail, 1829-1871; Corona Bustamante, Francisco [Translator]",Fiction,PQ,Browsing: Literature; Browsing: Fiction
27736,Text,2009-01-07,La condenada (cuentos),es,"Blasco Ibáñez, Vicente, 1867-1928","Spanish fiction; Short stories, Spanish",PQ,Browsing: Literature; Browsing: Fiction
27738,Text,2009-01-07,Heath's Modern Language Series: José,es,"Palacio Valdés, Armando, 1853-1938; Hubbard, Alice P. F. [Contributor]; Davidson, Frederick Joseph Arthur, 1870- [Editor]",Spanish language -- Textbooks for foreign speakers -- English,PQ,Browsing: Language & Communication; Browsing: Teaching & Education
27757,Text,2009-01-09,"Nuevo plan de fronteras de la provincia de Buenos Aires, proyectado en 1816",es,"García, Pedro Andrés, 1758-1833",Buenos Aires (Argentina : Province) -- Boundaries; Argentina -- Boundaries,F2801,Argentina; Browsing: History - American; Browsing: History - General; Browsing: Travel & Geography
27900,Text,2009-01-26,"El manco de Lepanto
episodio de la vida del príncipe de los ingenios, Miguel de Cervantes-Saavedra",es,"Fernández y González, Manuel, 1821-1888","Cervantes Saavedra, Miguel de, 1547-1616",PQ,Browsing: Biographies; Browsing: History - General; Browsing: Literature
28002,Text,2009-02-04,Electra,es,"Pérez Galdós, Benito, 1843-1920; Bunnell, Otis Gridley, 1868-1929 [Editor]",Spanish drama,PQ,Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
28106,Text,2009-02-17,"Heath's Modern Language Series: Tres Comedias
Sin querer; De pequenas causas...; Los intereses creados",es,"Benavente, Jacinto, 1866-1954; Van Horne, John, 1889-1959 [Editor]",Comedies; Spanish drama,PQ,Browsing: Language & Communication; Browsing: Literature; Browsing: Fiction
28212,Text,2009-02-28,La vistosa,es,"Picón, Jacinto Octavio, 1852-1923","Spanish fiction; Short stories, Spanish",PQ,Browsing: Literature; Browsing: Fiction
28281,Text,2009-03-08,Cecilia Valdés o la Loma del Ángel,es,"Villaverde, Cirilo, 1812-1894",Cuba -- Fiction,PQ,6 Best Loved Spanish Literary Classics; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
28408,Text,2009-03-25,"Comedias: El remedio en la desdicha; El mejor alcalde, el rey",es,"Vega, Lope de, 1562-1635; Gómez Ocerín, J. [Commentator]; Tenreiro, Ramón María, 1879-1939 [Commentator]",Spanish drama,PQ,Browsing: Literature; Browsing: Fiction
28430,Text,2009-03-29,"Filosofía Fundamental, Tomo IV",es,"Balmes, Jaime Luciano, 1810-1848",Philosophy,B,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
28542,Text,2009-04-08,Descripción de la Patagonia y de las Partes Adyacentes de la América Meridional,es,"Falkner, Thomas, 1707-1784",Indians of South America -- Patagonia (Argentina and Chile); Moluche dialect; Patagonia (Argentina and Chile) -- Description and travel; Falkland Islands; Pampas (Argentina),F2801,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Travel & Geography
28592,Text,2009-04-23,El pecado y la noche,es,"Hoyos y Vinent, Antonio de, 1885-1940",Spanish literature,PQ,Browsing: Literature
28904,Text,2009-05-21,Correspondencia Oficial e Inedita sobre la Demarcacion de Limites entre el Paraguay y el Brasil,es,"Azara, Félix de, 1742-1821",Paraguay -- Boundaries -- Brazil; Brazil -- Boundaries -- Paraguay,F2501; F2661,Browsing: History - American
28927,Text,2009-05-22,La bodega,es,"Blasco Ibáñez, Vicente, 1867-1928",Peasant uprisings -- Spain -- Jerez de la Frontera -- History -- Fiction; Jerez de la Frontera (Spain) -- History -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction
28929,Text,2009-05-22,El Criterio,es,"Balmes, Jaime Luciano, 1810-1848",Philosophy,B,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
28967,Text,2009-05-25,"Diario de la expedicion reduccional del ano 1780, mandada practicar por orden del Virey de Buenos Aires",es,"Arias, Francisco Gavino de",Jesuits -- Argentina; Gran Chaco; Argentina -- Discovery and exploration; Gran Chaco -- Bibliography,F2801,Browsing: History - American; Browsing: History - General; Browsing: Travel & Geography
28978,Text,2009-05-27,El infierno del amor: leyenda fantastica,es,"Fernández y González, Manuel, 1821-1888",Poetry,PQ,Browsing: Literature; Browsing: Poetry
29014,Text,2009-05-31,En viaje (1881-1882),es,"Cané, Miguel, 1851-1905",Voyages and travels; Colombia -- Description and travel,PQ,Browsing: History - General; Browsing: Literature; Browsing: Travel & Geography
29061,Text,2009-06-07,Relacion historial de las misiones de indios chiquitos que en el Paraguay tienen los padres de la Compañía de Jesús,es,"Fernández, Juan Patricio, 1661-1733",Jesuits -- Missions -- Paraguay -- History; Chiquito Indians -- Missions; Guarani Indians -- Missions,F2661,Browsing: History - American; Browsing: History - Religious
29078,Text,2009-06-09,Estudios históricos del reinado de Felipe II,es,"Fernández Duro, Cesáreo, 1830-1908","Pérez, Antonio, -1611; Jerba, Massacre of, 1560; Spain -- History -- Philip II, 1556-1598; Spain -- Politics and government -- 1556-1598",DP,Browsing: History - European; Browsing: History - General
29105,Text,2009-06-12,El pintor de Salzburgo,es,"Nodier, Charles, 1780-1844; Orts-Ramos, Tomás, 1866-1939 [Translator]","French fiction -- Translations into Spanish; Short stories, French -- Translations into Spanish",PQ,Browsing: Literature; Browsing: Fiction
29137,Text,2009-06-17,El enemigo,es,"Picón, Jacinto Octavio, 1852-1923",Spanish fiction -- 19th century,PQ,Browsing: Literature; Browsing: Fiction
29301,Text,2009-07-03,"El Manuscrito de mi madre
aumentado con las comentarios, prólogo y epílogo",es,"Lamartine, Alix de, 1766-1829; Lamartine, Alphonse de, 1790-1869 [Commentator]","France -- Social life and customs -- 19th century; Lamartine, Alix de, 1766-1829 -- Diaries",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature
29497,Text,2009-07-23,Fábulas literarias,es,"Iriarte, Tomás de, 1750-1791","Fables, Spanish",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature
29506,Text,2009-07-25,"El sombrero de tres picos
Historia verdadera de un sucedido que anda en romances escrita ahora tal y como pasó",es,"Alarcón, Pedro Antonio de, 1833-1891; Bourland, Benjamin Parsons, 1870-1943 [Editor]",Spanish fiction; Husband and wife -- Fiction; Andalusia (Spain) -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
29511,Text,2009-07-25,El molino silencioso; Las bodas de Yolanda,es,"Sudermann, Hermann, 1857-1928",German fiction -- Translations into Spanish,PT,Browsing: Literature; Browsing: Fiction
29576,Text,2009-08-02,"Tratado metódico y práctico de Materia Médica y de Terapéutica, tomo segundo",es,"Espanet, Alexis, 1811-1886; Hernandez y Espeso, Pio [Translator]",Homeopathy -- Materia medica and therapeutics,RX,Browsing: Health & Medicine
29610,Text,2009-08-05,Las Solteronas,es,"Mancey, Claude",Single women -- Fiction,PQ,Browsing: Gender & Sexuality Studies; Browsing: Literature; Browsing: Fiction
29640,Text,2009-08-08,Germana,es,"About, Edmond, 1828-1885; Orts-Ramos, Tomás, 1866-1939 [Translator]",French fiction -- Translations into Spanish,PQ,Browsing: Literature; Browsing: Fiction
29663,Text,2009-08-10,"Tres mujeres: La recompensa, Prueba de un alma, Amores románticos",es,"Picón, Jacinto Octavio, 1852-1923",Spanish fiction,PQ,Browsing: Literature; Browsing: Fiction
29677,Text,2009-08-12,Heath's Modern Language Series: El trovador,es,"García Gutiérrez, Antonio, 1813-1884; Vaughan, Herbert Hunter, 1884- [Annotator]",Spanish drama,PQ,Opera; Browsing: Language & Communication; Browsing: Literature; Browsing: Performing Arts/Film
29703,Text,2009-08-15,El Abate Constantin,es,"Halévy, Ludovic, 1834-1908",Love stories; France -- Social life and customs -- 19th century -- Fiction; Catholic Church -- Clergy -- Fiction; Clergy -- France -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
29706,Text,2009-08-16,Cartas de mi molino,es,"Daudet, Alphonse, 1840-1897; Cabañas, F. [Translator]",France -- Social life and customs -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
29731,Text,2009-08-19,"El Capitán Veneno
The Hispanic Series",es,"Alarcón, Pedro Antonio de, 1833-1891; Burnet, Percy B. (Percy Bentley), 1861- [Editor]",Fiction,PQ,Browsing: Literature; Browsing: Fiction
29770,Text,2009-08-23,Plick y Plock,es,"Sue, Eugène, 1804-1857; Orts-Ramos, Tomás, 1866-1939 [Translator]",French fiction -- Translations into Spanish,PQ,Browsing: Language & Communication; Browsing: Literature; Browsing: Fiction
29799,Text,2009-08-25,Los espectros: Novelas breves,es,"Andreyev, Leonid, 1871-1919; Tasin, N. (Nicolás) [Translator]","Fiction; Short stories, Russian -- Translations into Spanish",PG,Browsing: Literature; Browsing: Fiction
29803,Text,2009-08-26,Una corta historia del eBook,es,"Lebert, Marie",Electronic books,Z,Browsing: Computers & Technology; Browsing: Encyclopedias/Dictionaries/Reference
29830,Text,2009-08-28,El tesoro misterioso,es,"Le Queux, William, 1864-1927",Detective and mystery stories,PR,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
29831,Text,2009-08-28,Riverita,es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Literature; Browsing: Fiction
29901,Text,2009-09-03,Liette,es,"Dourliac, Arthur",Fiction,PQ,Browsing: Literature; Browsing: Fiction
29920,Text,2009-09-06,"La gloria de don Ramiro
una vida en tiempos de Felipe segundo",es,"Larreta, Enrique, 1875-1961","Spain -- History -- Philip II, 1556-1598 -- Fiction",PQ,Browsing: History - British; Browsing: History - General; Browsing: Literature; Browsing: Fiction
30052,Text,2009-09-21,Esploración arqueológica de la Provincia de Catamarca,es,"Moreno, Francisco Pascasio, 1852-1919",Catamarca (Argentina : Province) -- Antiquities,F2801,Browsing: Archaeology; Browsing: History - American
30053,Text,2009-09-21,"Los Puritanos, y otros cuentos",es,"Palacio Valdés, Armando, 1853-1938; Faulkner, William Thomas [Editor]","Short stories, Spanish",PQ,Browsing: Literature; Browsing: Fiction
30122,Text,2009-09-28,Entre naranjos,es,"Blasco Ibáñez, Vicente, 1867-1928",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
30175,Text,2009-10-04,Los Principios Matemático-Históricos y la Evolución de la Libertad,es,"Fernández Bolívar, Víctor José, 1923-",History -- Philosophy,D,Browsing: History - General; Browsing: Philosophy & Ethics
30213,Text,2009-10-08,Algo de todo,es,"Valera, Juan, 1824-1905",Essays,PQ,Browsing: Literature
30275,Text,2009-10-17,La rana viajera,es,"Camba, Julio, 1884?-1962","Spain -- Description and travel -- Anecdotes, facetiae, satire, etc.",PQ,Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Language & Communication; Browsing: Travel & Geography
30280,Text,2009-10-18,Vida y obras de don Diego Velázquez,es,"Picón, Jacinto Octavio, 1852-1923","Velázquez, Diego, 1599-1660",ND,Browsing: Art & Photography; Browsing: Biographies
30425,Text,2009-11-08,El maestrante,es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Literature; Browsing: Fiction
30535,Text,2009-11-23,El origen del pensamiento,es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Language & Communication; Browsing: Literature; Browsing: Fiction
30716,Text,2009-12-20,El Internet y los idiomas [alrededor del año 2000],es,"Lebert, Marie",World Wide Web,TK,Browsing: Computers & Technology
30892,Text,2010-01-08,De Las Islas Filipinas,es,"Alvarez y Tejero, Luis Prudencio",Philippines -- Description and travel,DS,Browsing: History - General; Browsing: Travel & Geography
30903,Text,2010-01-09,El Filibusterismo (Continuación del Noli me tángere),es,"Rizal, José, 1861-1896",Nationalists -- Philippines -- Fiction; Philippine fiction (Spanish); Philippines -- History -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction
30986,Text,2010-01-16,De varios colores,es,"Valera, Juan, 1824-1905",Spanish literature -- 19th century,PQ,Browsing: History - General; Browsing: Literature
31013,Text,2010-01-18,La hermana San Sulpicio,es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
31066,Text,2010-01-25,"El legado del ignorantismo
Conferencia dada el 23 de abril de 1920 ante la Asamblea de Maestros en Baguio",es,"Pardo de Tavera, T. H. (Trinidad Hermenegildo), 1857-1925",Education -- Philippines; Church and education -- Philippines,LA,Browsing: History - General; Browsing: Teaching & Education
31464,Text,2010-03-01,La de Bringas,es,"Pérez Galdós, Benito, 1843-1920",Spanish fiction; Spain -- Social life and customs -- 19th century -- Fiction; Women -- Spain -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
31465,Text,2010-03-01,Tormento,es,"Pérez Galdós, Benito, 1843-1920",Orphans -- Fiction; Madrid (Spain) -- Fiction; Spain -- Social life and customs -- 19th century -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
31541,Text,2010-03-07,Fígaro (Artículos selectos),es,"Larra, Mariano José de, 1809-1837",Spanish essays,PQ,Browsing: Culture/Civilization/Society; Browsing: Language & Communication; Browsing: Literature
31544,Text,2010-03-07,La invasión o El loco Yégof,es,"Erckmann-Chatrian; Pastor, J. Alvarez [Translator]",France -- History -- Invasion of 1814 -- Fiction,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
31613,Text,2010-03-12,El Superhombre y otras novedades,es,"Valera, Juan, 1824-1905",Spanish literature,PQ,Browsing: Culture/Civilization/Society; Browsing: Language & Communication; Browsing: Literature
31633,Text,2010-03-13,El Proyecto Gutenberg (1971-2009),es,"Lebert, Marie",Project Gutenberg,Z,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Research Methods/Statistics/Information Sys; Browsing: Other
31637,Text,2010-03-14,La Fe,es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
31707,Text,2010-03-20,Carlos Broschi,es,"Scribe, Eugène, 1791-1861; Núñez de Prado, Guillermo, 1874- [Translator]",French fiction -- Translations into Spanish,PQ,Browsing: Language & Communication; Browsing: Literature; Browsing: Fiction
31724,Text,2010-03-21,La gran aldea; costumbres bonaerenses,es,"López, Lucio Vicente, 1848-1894",Buenos Aires (Argentina) -- Social life and customs -- 19th century -- Fiction; Argentine fiction -- 19th century,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
32235,Text,2010-05-03,Aguas fuertes,es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
32315,Text,2010-05-10,"Historia de la vida del Buscón, llamado Don Pablos, ejemplo de vagabundos y espejo de tacaños",es,"Quevedo, Francisco de, 1580-1645","Picaresque literature, Spanish; Spanish fiction -- Classical period, 1500-1700",PQ,6 Best Loved Spanish Literary Classics; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
32364,Text,2010-05-13,Marta y María: novela de costumbres,es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
33227,Text,2010-07-22,"La fee triunfante en quatro autos
Celebrados en Mallorca por el Santo Oficio de la Inquisición en que han salido ochenta y ocho reos, y de treinta y siete relajados sólo hubo tres pertinaces.",es,"Garau, Francisco, 1640-1701",Inquisition -- Spain -- Majorca,BX,Browsing: History - General; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
33267,Text,2010-07-26,Facundo,es,"Sarmiento, Domingo Faustino, 1811-1888","Argentina -- Description and travel; Quiroga, Juan Facundo, 1790-1835; Argentina -- History -- 1817-1860",F2801,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography
33275,Text,2010-07-27,El cocinero de su majestad: Memorias del tiempo de Felipe III,es,"Fernández y González, Manuel, 1821-1888","Martínez Montiño, Francisco, active 16th century -- Fiction",PQ,Browsing: Cooking & Drinking; Browsing: Literature; Browsing: Fiction
33406,Text,2010-08-11,Heath's Modern Language Series: Spanish Short Stories,es,"Hills, E. C. (Elijah Clarence), 1867-1932 [Editor]; Reinhardt, Louise, 1866- [Editor]",Spanish language -- Readers; Spanish language -- Textbooks for foreign speakers -- English,PQ,Browsing: Language & Communication; Browsing: Teaching & Education
33461,Text,2010-08-18,Booknología: El libro digital (1971-2010),es,"Lebert, Marie",Electronic books,Z,Browsing: Computers & Technology; Browsing: Encyclopedias/Dictionaries/Reference
33474,Text,2010-08-20,La horda,es,"Blasco Ibáñez, Vicente, 1867-1928",Authors -- Fiction; Madrid (Spain) -- Fiction; Man-woman relationships -- Fiction; Poverty -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
33690,Text,2010-09-10,"Historia de la literatura y del arte dramático en España, tomo I",es,"Schack, Adolf Friedrich von, 1815-1894; Mier, Eduardo de, 1829-1914 [Translator]",Spanish drama -- History and criticism,PQ,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature
33809,Text,2010-09-25,"Tratado metódico y práctico de Materia Médica y de Terapéutica, tomo primero",es,"Espanet, Alexis, 1811-1886; Hernandez y Espeso, Pio [Translator]",Homeopathy -- Materia medica and therapeutics,RX,Browsing: Drugs/Alcohol/Pharmacology; Browsing: Health & Medicine
33885,Text,2010-10-27,"Historia de los Judíos en España
desde los tiempos de su establecimiento hasta principios del present siglo",es,"Castro, Adolfo de, 1823-1898",Jews -- Spain -- History,DP; DS,Browsing: History - European; Browsing: History - Religious
34091,Text,2010-10-17,Del libro impreso al libro digital,es,"Lebert, Marie",Electronic books,Z,Browsing: Computers & Technology; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Teaching & Education
34565,Text,2010-12-04,Crónicas de Marianela,es,"Palma, Angélica, 1883-1935; Balza, Pedro L. [Editor]",Fiction; Short stories,PQ,Browsing: Literature; Browsing: Fiction
34731,Text,2010-12-23,40 years / 40 años / 40 ans,en; es; fr,"Lebert, Marie",Project Gutenberg,Z,"FR Services publics; FR Livres, Collections et Bibliophilie; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Teaching & Education; Browsing: Other"
35407,Text,2011-02-26,Rimas,es,"Mitre, Bartolomé, 1821-1906",Poetry,PQ,Browsing: Literature; Browsing: Poetry
35882,Text,2011-04-16,A vuela pluma: colección de artículos literarios y políticos,es,"Valera, Juan, 1824-1905",Literature; Political science; Spain; Spanish literature; Spain -- Politics and government,DP; PN,Browsing: History - European; Browsing: Literature; Browsing: Politics
35905,Text,2011-04-19,Cosas nuevas y viejas (apuntes sevillanos),es,"Chaves Rey, Manuel, 1870-1914; Nogales, José, 1860-1908 [Author of introduction, etc.]",Seville (Spain) -- History; Seville (Spain) -- Biography,DP,Browsing: History - European; Browsing: History - General
36253,Text,2011-05-29,"Historia de la literatura y del arte dramático en España, tomo III",es,"Schack, Adolf Friedrich von, 1815-1894; Mier, Eduardo de, 1829-1914 [Translator]",Spanish drama -- History and criticism,PQ,Browsing: History - General; Browsing: Literature
36318,Text,2011-06-03,"Curiosidades antiguas sevillanas
(serie segunda)",es,"Gestoso y Pérez, José, 1852-1917",Andalusia (Spain),DP,Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: History - General
36453,Text,2011-06-17,"La guardia blanca
novela histórica escrita en inglés",es,"Doyle, Arthur Conan, 1859-1930; Iribas, Juan L. [Translator]","Historical fiction; Hundred Years' War, 1339-1453 -- Fiction; Knights and knighthood -- Fiction; Middle Ages -- Fiction; Archers -- Fiction; War stories; British -- France -- Fiction",PR,Browsing: History - Medieval/The Middle Ages; Browsing: History - Warfare; Browsing: Literature; Browsing: Fiction
36546,Text,2011-06-28,"Los pescadores de ""Trépang""",es,"Salgari, Emilio, 1862-1911",Adventure stories; Oceania -- Fiction,PQ,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
36558,Text,2011-06-29,Ratón Pérez: cuento infantil,es,"Coloma, Luis, 1851-1915; Pedrero, Mariano [Illustrator]",Mice -- Juvenile fiction; Tooth Fairy (Legendary character) -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: Fiction
36573,Text,2011-07-01,"La aldea perdida
Novela-poema de costumbres campesinas",es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
36805,Text,2011-07-21,Spanish Tales for Beginners,es,"Hills, E. C. (Elijah Clarence), 1867-1932 [Editor]; Reinhardt, Louise, 1866- [Contributor]",Spanish language -- Readers,PC,Browsing: Children & Young Adult Reading; Browsing: Language & Communication; Browsing: Literature
36940,Text,2011-08-01,El señorito Octavio,es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
36986,Text,2011-08-06,El ebook tiene 40 años (1971-2011),es,"Lebert, Marie",Electronic books,Z,Browsing: Computers & Technology; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Teaching & Education
36990,Text,2011-08-06,"La letra escarlata
novela escrita en inglés",es,"Hawthorne, Nathaniel, 1804-1864; Francisco, Sellén [Translator]","Adultery -- Fiction; Historical fiction; Revenge -- Fiction; Psychological fiction; Married women -- Fiction; Clergy -- Fiction; Triangles (Interpersonal relations) -- Fiction; Illegitimate children -- Fiction; Women immigrants -- Fiction; Puritans -- Fiction; Boston (Mass.) -- History -- Colonial period, ca. 1600-1775 -- Fiction",PS,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature; Browsing: Fiction
37067,Text,2011-08-13,"Historia de la literatura y del arte dramático en España, tomo IV",es,"Schack, Adolf Friedrich von, 1815-1894; Mier, Eduardo de, 1829-1914 [Translator]",Spanish drama -- History and criticism,PQ,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature
37095,Text,2011-08-15,"Historia de la literatura y del arte dramático en España, tomo V",es,"Schack, Adolf Friedrich von, 1815-1894; Mier, Eduardo de, 1829-1914 [Translator]",Spanish drama -- History and criticism,PQ,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature
37139,Text,2011-08-20,Los enemigos de la mujer,es,"Blasco Ibáñez, Vicente, 1867-1928",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
37382,Text,2011-09-10,Los cursos,es,"Veber, Pierre, 1869-1942; Luengo, José A. [Translator]",Drama; One-act plays,PQ,Browsing: Literature
37590,Text,2011-10-01,Córdoba,es,"Madrazo, Pedro D., 1816-1898; Parcerisa, F. J. (Francisco Javier) [Illustrator]",Córdoba (Spain) -- Description and travel,DP,Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: Travel & Geography
37637,Text,2011-10-05,Los majos de Cádiz,es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
37747,Text,2011-10-13,Guerra de razas (Negros contra Blancos en Cuba),es,"Conte, Rafael, 1877-; Capmany, José M.","Black people -- Cuba; Race War, Cuba, 1912; Cuba -- Race relations",F1751,Browsing: Culture/Civilization/Society; Browsing: History - American
38124,Text,2011-11-28,Spanish Composition,es,"Broomhall, Edith J.",Spanish language -- Composition and exercises; Spanish language -- Grammar,PC,Browsing: Language & Communication; Browsing: Teaching & Education
38814,Text,2012-02-09,La novela de un novelista,es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
38836,Text,2012-02-11,Catalogo de los Objetos Etnologicos y Arqueologicos Exhibidos por la Expedición Hemenway,es,"Fewkes, Jesse Walter, 1850-1930; Bandelier, Adolph Francis Alphonse, 1840-1914; Exposición Histórico-Americana (1892 : Madrid, Spain); United States. Commission to the Madrid Exposition (1892- )",New Mexico -- Antiquities; Arizona -- Antiquities; Hopi Indians; Hemenway collection; Indians -- Bibliography; New Mexico -- Bibliography; Mexico -- Bibliography,E011,Browsing: Archaeology; Browsing: Culture/Civilization/Society; Browsing: History - American
38885,Text,2012-02-15,"Tratado de Paz, Amistad, Comercio y navegacion entre la Confederación Argentina y la República del Paraguay",es,Argentina; Paraguay,Argentina -- Foreign relations -- Paraguay -- Sources; Paraguay -- Foreign relations -- Argentina -- Sources,F2801; F2661,Browsing: History - American; Browsing: History - General; Browsing: Politics
39113,Text,2012-03-12,Los hermanos Plantagenet,es,"Fernández y González, Manuel, 1821-1888",Historical fiction,PQ,Browsing: History - Medieval/The Middle Ages; Browsing: Literature; Browsing: Fiction
39209,Text,2012-03-20,Platero y yo,es,"Jiménez, Juan Ramón, 1881-1958",Authors -- Fiction; Donkeys -- Fiction; Andalusia (Spain) -- Social life and customs -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
39312,Text,2012-03-30,"Los ingenios:
colección de vistas de los principles ingenios de azúcar de la isla de Cuba",es,"Cantero, J. G. (Justo Germán), 1815-1871; Laplante, E. (Eduardo) [Illustrator]",Sugar trade -- Cuba -- History -- 19th century; Plantations -- Cuba -- History -- 19th century,HD,Browsing: History - General
39444,Text,2012-04-13,Páginas escogidas,es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Language & Communication; Browsing: Literature; Browsing: Fiction
39446,Text,2012-04-13,El derecho internacional americano; estudio doctrinal y crítico,es,"Stoerk, Felix, 1851-1908","Spanish-American War, 1898; Monroe doctrine",JX,Browsing: History - American; Browsing: Politics
39579,Text,2012-04-30,"Descripción colonial, libro primero (1/2)",es,"Lizárraga, Reginaldo de, 1545?-1615; Rojas, Ricardo, 1882-1957 [Editor]",South America -- Description and travel; America -- Early accounts to 1600,E011,Browsing: History - General; Browsing: Travel & Geography
