Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
68443,Text,2022-07-02,"Comedias, tomo 1 de 3",es,"Aristophanes, 447? BCE-386? BCE; Menéndez y Pelayo, Marcelino, 1856-1912 [Author of introduction, etc.]; Baráibar y Zumárraga, Federico, 1851-1918 [Translator]",Athens (Greece) -- Drama; Aristophanes -- Translations into Spanish; Greek drama (Comedy) -- Translations into Spanish,PA,Browsing: History - Ancient; Browsing: Literature
68444,Text,2022-07-02,"Obras completas de Fígaro, Tomo 2",es,"Larra, Mariano José de, 1809-1837",Spanish literature -- 19th century,PQ,Browsing: History - European; Browsing: Literature
68452,Text,2022-07-03,La piedra angular: novela,es,"Pardo Bazán, Emilia, condesa de, 1852-1921",Fathers and sons -- Fiction; Conduct of life -- Fiction; Executions and executioners -- Fiction; Spain -- Social conditions -- 19th century -- Fiction; Capital punishment -- Moral and ethical aspects -- Fiction; Nineteenth century -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
68525,Text,2022-07-15,Poesías completas,es,"Machado, Antonio, 1875-1939",Spanish poetry,PQ,Browsing: Literature; Browsing: Poetry
68566,Text,2022-07-19,Fausto: Primera parte,es,"Goethe, Johann Wolfgang von, 1749-1832; Llorente, Teodoro, 1836-1911 [Translator]","Legends -- Germany -- Drama; Faust, -approximately 1540 -- Drama; Magicians -- Drama; German poetry -- Translations into Spanish",PT,Browsing: History - General; Browsing: Literature; Browsing: Fiction
68745,Text,2022-08-14,Luces de Bohemia: Esperpento,es,"Valle-Inclán, Ramón del, 1866-1936",Poets -- Drama; Poverty -- Drama; Spanish drama -- 20th century; Blind -- Drama,PQ,Browsing: Literature; Browsing: Fiction
68775,Text,2022-08-17,The Crucible,en; es,"Luther, Mark Lee, 1872-1951; O'Neill, Rose Cecil, 1874-1944 [Illustrator]",Young women -- Fiction; Love stories; Social classes -- Fiction; Reformatories -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
68787,Text,2022-08-18,Cabos sueltos: Literatura y lingüística,es,"Cejador y Frauca, Julio, 1864-1927","Spanish literature -- History and criticism; Chocano, José Santos, 1875-1934; Spanish language",PC,Browsing: Language & Communication; Browsing: Literature
68978,Text,2022-09-12,"Historia del levantamiento, guerra y revolución de España (1 de 5)",es,"Toreno, José María Queipo de Llano Ruiz de Saravia, Conde de, 1786-1843","Peninsular War, 1807-1814 -- Campaigns -- Spain; Spain -- History -- Napoleonic Conquest, 1808-1813",DC; DP,Browsing: History - European; Browsing: History - General
69058,Text,2022-09-28,La raza: Descubridores,es,"Perez, Modesto, 1878-","Magalhães, Fernão de, -1521; Pinzón, Martín Alonso, 1440?-1493; Legazpi, Miguel López de, 1510?-1572",G,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Travel & Geography
69159,Text,2022-10-15,"Historia del levantamiento, guerra y revolución de España (2 de 5)",es,"Toreno, José María Queipo de Llano Ruiz de Saravia, Conde de, 1786-1843","Peninsular War, 1807-1814 -- Campaigns -- Spain; Spain -- History -- Napoleonic Conquest, 1808-1813",DC; DP,Browsing: History - European; Browsing: History - General; Browsing: History - Warfare
69164,Text,2022-10-16,Cuentos chilenos de nunca acabar,es,"Laval, Ramón A. (Ramón Arminio), 1862-1929","Tales -- Chile; Folklore -- Chile; Chile -- Social life and customs; Folk literature, Chilean -- History and criticism",GR,Browsing: Culture/Civilization/Society; Browsing: Literature
69411,Text,2022-11-23,"Historia del levantamiento, guerra y revolución de España (3 de 5)",es,"Toreno, José María Queipo de Llano Ruiz de Saravia, Conde de, 1786-1843","Peninsular War, 1807-1814 -- Campaigns -- Spain; Spain -- History -- Napoleonic Conquest, 1808-1813",DC; DP,Browsing: History - European; Browsing: History - General; Browsing: History - Warfare
69552,Text,2022-12-15,El libro de las tierras vírgenes,es,"Kipling, Rudyard, 1865-1936; Triadó, José, 1870-1929 [Illustrator]; Perés, Ramón D. (Ramón Domingo), 1863-1956 [Translator]","Short stories; Animals -- Fiction; Jungles -- Fiction; India -- Fiction; Jungle animals -- Fiction; Mowgli (Fictitious character) -- Fiction; Adventure stories, English; Feral children -- Fiction; India -- History -- 19th century -- Fiction",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
69578,Text,2022-12-19,El equipaje del rey José,es,"Pérez Galdós, Benito, 1843-1920","Spain -- History -- Napoleonic Conquest, 1808-1813 -- Fiction",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
69660,Text,2022-12-29,"Historia del levantamiento, guerra y revolución de España (4 de 5)",es,"Toreno, José María Queipo de Llano Ruiz de Saravia, Conde de, 1786-1843","Peninsular War, 1807-1814 -- Campaigns -- Spain; Spain -- History -- Napoleonic Conquest, 1808-1813",DC; DP,Browsing: History - European; Browsing: History - General; Browsing: History - Warfare
69799,Text,2023-01-14,"Comedias, tomo 2 de 3",es,"Aristophanes, 447? BCE-386? BCE; Baráibar y Zumárraga, Federico, 1851-1918 [Translator]",Athens (Greece) -- Drama; Aristophanes -- Translations into Spanish; Greek drama (Comedy) -- Translations into Spanish,PA,Browsing: Literature
69873,Text,2023-01-24,Cuentos ilustrados,es,"Fabra, Nilo María, 1843-1903","Short stories, Spanish; Spanish fiction -- 19th century; Political fiction, Spanish",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
69948,Text,2023-02-04,Diccionario Español-Bisaya,es,"Félix de la Encarnación, Juan, 1806-1879",Bisayan languages -- Dictionaries -- Spanish; Spanish language -- Dictionaries -- Bisayan languages,PL,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Language & Communication
69951,Text,2023-02-04,Divinas palabras,es,"Valle-Inclán, Ramón del, 1866-1936",Tragicomedy; Spanish drama -- 20th century,PQ,Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
70058,Text,2023-02-17,"Orígenes de la novela,  Tomo I",es,"Menéndez y Pelayo, Marcelino, 1856-1912",Spanish fiction -- History and criticism,PQ,Browsing: History - General; Browsing: Literature
70064,Text,2023-02-18,Estudios americanos (primera serie),es,"García Mérou, Martín, 1862-1905; Díaz Romero, Eugenio, 1877-1927 [Author of introduction, etc.]",United States -- Description and travel; United States -- Politics and government -- 1865-1933,E151,Browsing: History - American; Browsing: Politics; Browsing: Travel & Geography
70153,Text,2023-02-26,"Historia del levantamiento, guerra y revolución de España (5 de 5)",es,"Toreno, José María Queipo de Llano Ruiz de Saravia, Conde de, 1786-1843","Peninsular War, 1807-1814 -- Campaigns -- Spain; Spain -- History -- Napoleonic Conquest, 1808-1813",DC; DP,Browsing: History - European; Browsing: History - General; Browsing: History - Warfare
70219,Text,2023-03-06,Historia natural y moral de las Indias (vol. 1 of 2),es,"Acosta, José de, 1540-1600","America -- Early accounts to 1600; America -- Description and travel; Acosta, José de, 1540-1600 -- Travel -- America; Indians of Mexico -- Early works to 1800; Indians of South America -- Early works to 1800; Natural history -- America",E011,Browsing: History - General; Browsing: Science - Earth/Agricultural/Farming; Browsing: Travel & Geography
70322,Text,2023-03-19,Amor y llanto,es,"Sinués de Marco, María del Pilar, 1835-1893",Spanish fiction -- 19th century,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
70542,Text,2023-04-13,"Comedias, tomo 3 de 3",es,"Aristophanes, 447? BCE-386? BCE; Baráibar y Zumárraga, Federico, 1851-1918 [Translator]",Athens (Greece) -- Drama; Aristophanes -- Translations into Spanish; Greek drama (Comedy) -- Translations into Spanish,PA,Browsing: Language & Communication; Browsing: Literature
70868,Text,2023-05-27,Memorias de un cortesano de 1815,es,"Pérez Galdós, Benito, 1843-1920","Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
70984,Text,2023-06-15,En las orillas del Sar,es,"Castro, Rosalía de, 1837-1885",Spanish poetry -- 19th century,PQ,Browsing: Literature; Browsing: Poetry
71055,Text,2023-06-27,La segunda casaca,es,"Pérez Galdós, Benito, 1843-1920","Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
71131,Text,2023-07-06,El Gíbaro,es,"Alonso, Manuel A. (Manuel Antonio), 1822-1889",Puerto Rico -- Social life and customs,F1951,Browsing: Culture/Civilization/Society; Browsing: History - American
71250,Text,2023-07-22,El Grande Oriente,es,"Pérez Galdós, Benito, 1843-1920",Freemasons. Grande Oriente Español -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
71275,Text,2023-07-25,"La América, Tomo I",es,"Lastarria, José Victorino, 1817-1888",Latin America -- History; Europe -- Politics and government; Latin America -- Politics and government; America -- Politics and government,E011,Browsing: History - American; Browsing: History - General; Browsing: Politics
71339,Text,2023-08-04,España y los Estados Unidos de Norte América,es,"Aragón, Agustín, 1870-1954","Spanish-American War, 1898 -- Foreign public opinion",E660,Browsing: History - American; Browsing: History - General; Browsing: Politics
71369,Text,2023-08-08,Tipos y paisajes,es,"Pereda, José María de, 1833-1906","Short stories, Spanish; Spanish fiction -- 19th century",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
71413,Text,2023-08-15,7 de julio,es,"Pérez Galdós, Benito, 1843-1920","Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction",PQ,Browsing: History - European; Browsing: Literature; Browsing: Fiction
71469,Text,2023-08-22,El cisne de Vilamorta,es,"Pardo Bazán, Emilia, condesa de, 1852-1921",Spanish fiction -- 19th century,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
71533,Text,2023-08-31,España y América,es,"Sánchez Moguel, Antonio, 1838-1913","Columbus, Christopher, 1451-1506; Latin America -- History; Spanish literature",F1401,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: History - General; Browsing: Literature
71614,Text,2023-09-11,Los cien mil hijos de San Luis,es,"Pérez Galdós, Benito, 1843-1920","Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
71733,Text,2023-09-26,Orígenes de la novela  - Tomo II,es,"Menéndez y Pelayo, Marcelino, 1856-1912",Spanish fiction -- History and criticism,PQ,Browsing: History - General; Browsing: Literature
71861,Text,2023-10-12,El terror de 1824,es,"Pérez Galdós, Benito, 1843-1920","Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
71966,Text,2023-10-27,Esbozos y rasguños,es,"Pereda, José María de, 1833-1906",Spanish literature -- 19th century,PQ,Browsing: History - General; Browsing: Literature
72090,Text,2023-11-10,Un voluntario realista,es,"Pérez Galdós, Benito, 1843-1920","Historical fiction; Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction",PQ,Browsing: History - European; Browsing: History - General; Browsing: Literature; Browsing: Fiction
72373,Text,2023-12-11,Los apostólicos,es,"Pérez Galdós, Benito, 1843-1920","Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
72665,Text,2024-01-09,Romancero gitano,es,"García Lorca, Federico, 1898-1936",Spanish poetry -- 20th century,PQ,Browsing: Literature; Browsing: Poetry
72753,Text,2024-01-19,Los nueve libros de la Historia (1 de 2),es,"Herodotus, 481? BCE-421? BCE; Pou i Puigserver, Bartomeu, 1727-1802 [Translator]","History, Ancient; Greece -- History -- To 146 B.C.",D,Browsing: History - Ancient; Browsing: History - General
72754,Text,2024-01-19,Los nueve libros de la Historia (2 de 2),es,"Herodotus, 481? BCE-421? BCE; Pou i Puigserver, Bartomeu, 1727-1802 [Translator]","History, Ancient; Greece -- History -- To 146 B.C.",D,Browsing: History - Ancient; Browsing: History - European; Browsing: History - General
72768,Text,2024-01-20,Bocetos al temple. Tipos trashumantes,es,"Pereda, José María de, 1833-1906",Spanish fiction -- 19th century,PQ,Browsing: Literature; Browsing: Fiction
73044,Text,2024-02-26,Por las dos Américas,es,"Molina, Enrique, 1871-1964",South America -- Description and travel; United States -- Description and travel; America -- Description and travel,E151,Browsing: History - General; Browsing: Travel & Geography
73064,Text,2024-02-27,Moral social,es,"Hostos, Eugenio María de, 1839-1903; Blanco-Fombona, Rufino, 1874-1944 [Contributor]",Ethics; Social ethics,BJ,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
73089,Text,2024-03-02,Prehistoria de Puerto-Rico,es,"Coll y Toste, Cayetano, 1850-1930",Indians of the West Indies -- Puerto Rico; Puerto Rico -- Antiquities,F1951,Browsing: History - American; Browsing: History - General
73105,Text,2024-03-05,Ganarás el pan...,es,"Mata, Pedro, 1875-1946",Spanish fiction -- 20th century,PQ,Browsing: Literature; Browsing: Fiction
73179,Text,2024-03-16,Colon en Puerto-Rico,es,"Coll y Toste, Cayetano, 1850-1930","Columbus, Christopher, 1451-1506; Puerto Rico -- History -- To 1898",E011,Browsing: History - American; Browsing: History - General
73255,Text,2024-03-24,"Historia de la lengua y literatura castellana, Tomo 1",es,"Cejador y Frauca, Julio, 1864-1927",Spanish literature -- History and criticism; Basque language; Spanish American literature -- History and criticism; Spanish language -- History; Spanish American literature -- Bibliography,PQ,Browsing: History - General; Browsing: Literature
73257,Text,2024-03-24,"Historia de la lengua y literatura castellana, Tomo 2",es,"Cejador y Frauca, Julio, 1864-1927",Spanish literature -- History and criticism; Basque language; Spanish American literature -- History and criticism; Spanish language -- History; Spanish American literature -- Bibliography,PQ,Browsing: History - General; Browsing: Literature
73322,Text,2024-04-02,Nazarín,es,"Pérez Galdós, Benito, 1843-1920",Picaresque literature; Madrid (Spain) -- Fiction; Christian fiction; Priests -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
73486,Text,2024-04-28,Corazón,es,"De Amicis, Edmondo, 1846-1908",Italy -- Juvenile fiction; Diaries -- Juvenile fiction; Family life -- Italy -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
73500,Text,2024-04-30,Obras dramáticas de Eurípides (1 de 3),es,"Euripides, 481? BCE-407 BCE; Mier, Eduardo de, 1829-1914 [Translator]",Greek drama (Tragedy) -- Translations into Spanish,PA,Browsing: Language & Communication; Browsing: Literature
73799,Text,2024-06-09,"Fernando IV de Castilla, o, Dos muertes a un tiempo",es,"Bolangero, Víctor África","Historical fiction; Ferdinand IV, King of Castile and León, 1285-1312 -- Fiction",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
73965,Text,2024-07-04,Cenizas,es,"Deledda, Grazia, 1871-1936; Domenge Mir, Miguel, 1870-1936 [Translator]",Unmarried mothers -- Fiction; Parent and child -- Fiction; Sardinia (Italy) -- Social life and customs -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Parenthood & Family Relations; Browsing: Fiction
74029,Text,2024-07-13,La dama de las camelias; Una familia corsa,es,"Dumas, Alexandre, 1824-1895; Dumas, Alexandre, 1802-1870",Fathers and sons -- Fiction; Love stories; Paris (France) -- Fiction; Courtesans -- Fiction; Vendetta -- Fiction; Brothers -- Fiction; Tuberculosis -- Patients -- Fiction; Twins -- Fiction; Corsica (France) -- Fiction; French fiction -- Translations into Spanish,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
74041,Text,2024-07-14,El libro de las mil noches y una noche; t. 6,es,"Anonymous; Blasco Ibáñez, Vicente, 1867-1928 [Editor]; Mardrus, J. C. (Joseph Charles), 1868-1949 [Translator]",Fairy tales; Arabs -- Folklore; Folklore -- Arab countries; Tales -- Arab countries; Fairy tales -- Arab countries,PJ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
74065,Text,2024-07-18,El libro de las mil noches y una noche; t. 7,es,"Anonymous; Blasco Ibáñez, Vicente, 1867-1928 [Editor]; Mardrus, J. C. (Joseph Charles), 1868-1949 [Translator]",Fairy tales; Arabs -- Folklore; Folklore -- Arab countries; Tales -- Arab countries; Fairy tales -- Arab countries,PJ,Browsing: Culture/Civilization/Society; Browsing: Literature
74087,Text,2024-07-21,"Obras selectas de la celebre monja de Mejico, sor Juana Ines de la Cruz",es,"Juana Inés de la Cruz, Sister, 1651-1695; Mera, Juan León, 1832-1894 [Contributor]",Mexican literature -- 17th century,PQ,Browsing: Culture/Civilization/Society; Browsing: History - Religious; Browsing: Literature
